image_path,label
datasets/train\subject-2\fall\2_left_falls\frame027.jpg,1
datasets/train\subject-2\fall\2_left_falls\frame028.jpg,1
datasets/train\subject-2\fall\2_left_falls\frame029.jpg,1
datasets/train\subject-2\fall\2_left_falls\frame030.jpg,1
datasets/train\subject-2\fall\2_left_falls\frame031.jpg,1
datasets/train\subject-2\fall\2_left_falls\frame032.jpg,1
datasets/train\subject-2\fall\2_left_falls\frame033.jpg,1
datasets/train\subject-2\fall\2_left_falls\frame034.jpg,1
datasets/train\subject-2\fall\2_left_falls\frame035.jpg,1
datasets/train\subject-2\fall\2_left_falls\frame036.jpg,1
datasets/train\subject-2\fall\2_left_falls\frame037.jpg,1
datasets/train\subject-2\fall\2_left_falls\frame038.jpg,1
datasets/train\subject-2\fall\2_left_falls\frame039.jpg,1
datasets/train\subject-2\fall\2_left_falls\frame040.jpg,1
datasets/train\subject-2\fall\2_left_falls\frame041.jpg,1
datasets/train\subject-2\fall\2_left_falls\frame042.jpg,1
datasets/train\subject-2\fall\2_left_falls\frame043.jpg,1
datasets/train\subject-2\fall\2_left_falls\frame044.jpg,1
datasets/train\subject-2\fall\2_left_falls\frame045.jpg,1
datasets/train\subject-2\fall\2_left_falls\frame046.jpg,1
datasets/train\subject-2\fall\2_left_falls\frame047.jpg,1
datasets/train\subject-2\fall\2_left_falls\frame048.jpg,1
datasets/train\subject-2\fall\2_left_falls\frame049.jpg,1
datasets/train\subject-2\fall\2_right_falls\frame001.jpg,1
datasets/train\subject-2\fall\2_right_falls\frame002.jpg,1
datasets/train\subject-2\fall\2_right_falls\frame003.jpg,1
datasets/train\subject-2\fall\2_right_falls\frame004.jpg,1
datasets/train\subject-2\fall\2_right_falls\frame005.jpg,1
datasets/train\subject-2\fall\2_right_falls\frame006.jpg,1
datasets/train\subject-2\fall\2_right_falls\frame007.jpg,1
datasets/train\subject-2\fall\2_right_falls\frame008.jpg,1
datasets/train\subject-2\fall\2_right_falls\frame009.jpg,1
datasets/train\subject-2\fall\2_right_falls\frame010.jpg,1
datasets/train\subject-2\fall\2_right_falls\frame011.jpg,1
datasets/train\subject-2\fall\2_right_falls\frame012.jpg,1
datasets/train\subject-2\fall\2_right_falls\frame013.jpg,1
datasets/train\subject-2\fall\2_right_falls\frame014.jpg,1
datasets/train\subject-2\fall\2_right_falls\frame015.jpg,1
datasets/train\subject-2\fall\2_right_falls\frame016.jpg,1
datasets/train\subject-2\fall\2_right_falls\frame017.jpg,1
datasets/train\subject-2\fall\2_right_falls\frame018.jpg,1
datasets/train\subject-2\fall\2_right_falls\frame019.jpg,1
datasets/train\subject-2\fall\2_right_falls\frame020.jpg,1
datasets/train\subject-2\fall\2_right_falls\frame021.jpg,1
datasets/train\subject-2\fall\2_right_falls\frame022.jpg,1
datasets/train\subject-2\fall\2_right_falls\frame023.jpg,1
datasets/train\subject-2\fall\2_right_falls\frame024.jpg,1
datasets/train\subject-2\fall\2_right_falls\frame025.jpg,1
datasets/train\subject-2\fall\2_right_falls\frame026.jpg,1
datasets/train\subject-2\fall\2_right_falls\frame027.jpg,1
datasets/train\subject-2\fall\2_right_falls\frame028.jpg,1
datasets/train\subject-2\fall\2_right_falls\frame029.jpg,1
datasets/train\subject-2\fall\2_right_falls\frame030.jpg,1
datasets/train\subject-2\fall\2_right_falls\frame031.jpg,1
datasets/train\subject-2\fall\2_right_falls\frame032.jpg,1
datasets/train\subject-2\fall\2_right_falls\frame033.jpg,1
datasets/train\subject-2\fall\2_right_falls\frame034.jpg,1
datasets/train\subject-2\fall\2_right_falls\frame035.jpg,1
datasets/train\subject-2\fall\2_right_falls\frame036.jpg,1
datasets/train\subject-2\fall\2_right_falls\frame037.jpg,1
datasets/train\subject-2\fall\2_right_falls\frame038.jpg,1
datasets/train\subject-2\fall\2_right_falls\frame039.jpg,1
datasets/train\subject-2\fall\2_right_falls\frame040.jpg,1
datasets/train\subject-2\fall\2_right_falls\frame041.jpg,1
datasets/train\subject-2\fall\2_right_falls\frame042.jpg,1
datasets/train\subject-2\fall\2_right_falls\frame043.jpg,1
datasets/train\subject-2\fall\2_right_falls\frame044.jpg,1
datasets/train\subject-2\fall\2_right_falls\frame045.jpg,1
datasets/train\subject-2\fall\2_right_falls\frame046.jpg,1
datasets/train\subject-2\fall\2_right_falls\frame047.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame001.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame002.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame003.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame004.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame005.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame006.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame007.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame008.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame009.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame010.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame011.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame012.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame013.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame014.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame015.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame016.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame017.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame018.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame019.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame020.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame021.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame022.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame023.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame024.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame025.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame026.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame027.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame028.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame029.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame030.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame031.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame032.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame033.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame034.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame035.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame036.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame037.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame038.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame039.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame040.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame041.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame042.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame043.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame044.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame045.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame046.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame047.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame048.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame049.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame050.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame051.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame052.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame053.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame054.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame055.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame056.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame057.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame058.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame059.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame060.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame061.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame062.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame063.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame064.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame065.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame066.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame067.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame068.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame069.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame070.jpg,1
datasets/train\subject-2\fall\2_sitting_falls\frame071.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame001.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame002.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame003.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame004.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame005.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame006.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame007.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame008.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame009.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame010.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame011.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame012.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame013.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame014.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame015.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame016.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame017.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame018.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame019.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame020.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame021.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame022.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame023.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame024.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame025.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame026.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame027.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame028.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame029.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame030.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame031.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame032.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame033.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame034.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame035.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame036.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame037.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame038.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame039.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame040.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame041.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame042.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame043.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame044.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame045.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame046.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame047.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame048.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame049.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame050.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame051.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame052.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame053.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame054.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame055.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame056.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame057.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame058.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame059.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame060.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame061.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame062.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame063.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame064.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame065.jpg,1
datasets/train\subject-2\fall\2_standing_falls\frame066.jpg,1
datasets/train\subject-2\non_fall\2_jumping\frame000.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame001.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame002.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame003.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame004.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame005.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame006.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame007.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame008.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame009.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame010.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame011.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame012.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame013.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame014.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame015.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame016.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame017.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame018.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame019.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame020.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame021.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame022.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame023.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame024.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame025.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame026.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame027.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame028.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame029.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame030.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame031.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame032.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame033.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame034.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame035.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame036.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame037.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame038.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame039.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame040.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame041.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame042.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame043.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame044.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame045.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame046.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame047.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame048.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame049.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame050.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame051.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame052.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame053.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame054.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame055.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame056.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame057.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame058.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame059.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame060.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame061.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame062.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame063.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame064.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame065.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame066.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame067.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame068.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame069.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame070.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame071.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame072.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame073.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame074.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame075.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame076.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame077.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame078.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame079.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame080.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame081.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame082.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame083.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame084.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame085.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame086.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame087.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame088.jpg,0
datasets/train\subject-2\non_fall\2_jumping\frame089.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame000.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame001.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame002.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame003.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame004.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame005.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame006.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame007.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame008.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame009.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame010.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame011.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame012.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame013.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame014.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame015.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame016.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame017.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame018.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame019.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame020.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame021.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame022.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame023.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame024.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame025.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame026.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame027.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame028.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame029.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame030.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame031.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame032.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame033.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame034.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame035.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame036.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame037.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame038.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame039.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame040.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame041.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame042.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame043.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame044.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame045.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame046.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame047.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame048.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame049.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame050.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame051.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame052.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame053.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame054.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame055.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame056.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame057.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame058.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame059.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame060.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame061.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame062.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame063.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame064.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame065.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame066.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame067.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame068.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame069.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame070.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame071.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame072.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame073.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame074.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame075.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame076.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame077.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame078.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame079.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame080.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame081.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame082.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame083.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame084.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame085.jpg,0
datasets/train\subject-2\non_fall\2_laying\frame086.jpg,0
datasets/train\subject-2\non_fall\2_picking\frame000.jpg,0
datasets/train\subject-2\non_fall\2_picking\frame001.jpg,0
datasets/train\subject-2\non_fall\2_picking\frame002.jpg,0
datasets/train\subject-2\non_fall\2_picking\frame003.jpg,0
datasets/train\subject-2\non_fall\2_picking\frame004.jpg,0
datasets/train\subject-2\non_fall\2_picking\frame005.jpg,0
datasets/train\subject-2\non_fall\2_picking\frame006.jpg,0
datasets/train\subject-2\non_fall\2_picking\frame007.jpg,0
datasets/train\subject-2\non_fall\2_picking\frame008.jpg,0
datasets/train\subject-2\non_fall\2_picking\frame009.jpg,0
datasets/train\subject-2\non_fall\2_picking\frame010.jpg,0
datasets/train\subject-2\non_fall\2_picking\frame011.jpg,0
datasets/train\subject-2\non_fall\2_picking\frame012.jpg,0
datasets/train\subject-2\non_fall\2_picking\frame013.jpg,0
datasets/train\subject-2\non_fall\2_picking\frame014.jpg,0
datasets/train\subject-2\non_fall\2_picking\frame015.jpg,0
datasets/train\subject-2\non_fall\2_picking\frame016.jpg,0
datasets/train\subject-2\non_fall\2_picking\frame017.jpg,0
datasets/train\subject-2\non_fall\2_picking\frame018.jpg,0
datasets/train\subject-2\non_fall\2_picking\frame019.jpg,0
datasets/train\subject-2\non_fall\2_picking\frame020.jpg,0
datasets/train\subject-2\non_fall\2_picking\frame021.jpg,0
datasets/train\subject-2\non_fall\2_picking\frame022.jpg,0
datasets/train\subject-2\non_fall\2_picking\frame023.jpg,0
datasets/train\subject-2\non_fall\2_picking\frame024.jpg,0
datasets/train\subject-2\non_fall\2_picking\frame025.jpg,0
datasets/train\subject-2\non_fall\2_picking\frame026.jpg,0
datasets/train\subject-2\non_fall\2_picking\frame027.jpg,0
datasets/train\subject-2\non_fall\2_picking\frame028.jpg,0
datasets/train\subject-2\non_fall\2_picking\frame029.jpg,0
datasets/train\subject-2\non_fall\2_picking\frame030.jpg,0
datasets/train\subject-2\non_fall\2_picking\frame031.jpg,0
datasets/train\subject-2\non_fall\2_picking\frame032.jpg,0
datasets/train\subject-2\non_fall\2_picking\frame033.jpg,0
datasets/train\subject-2\non_fall\2_picking\frame034.jpg,0
datasets/train\subject-2\non_fall\2_picking\frame035.jpg,0
datasets/train\subject-2\non_fall\2_picking\frame036.jpg,0
datasets/train\subject-2\non_fall\2_picking\frame037.jpg,0
datasets/train\subject-2\non_fall\2_picking\frame038.jpg,0
datasets/train\subject-2\non_fall\2_picking\frame039.jpg,0
datasets/train\subject-2\non_fall\2_picking\frame040.jpg,0
datasets/train\subject-2\non_fall\2_picking\frame041.jpg,0
datasets/train\subject-2\non_fall\2_picking\frame042.jpg,0
datasets/train\subject-2\non_fall\2_picking\frame043.jpg,0
datasets/train\subject-2\non_fall\2_picking\frame044.jpg,0
datasets/train\subject-2\non_fall\2_picking\frame045.jpg,0
datasets/train\subject-2\non_fall\2_picking\frame046.jpg,0
datasets/train\subject-2\non_fall\2_picking\frame047.jpg,0
datasets/train\subject-2\non_fall\2_picking\frame048.jpg,0
datasets/train\subject-2\non_fall\2_picking\frame049.jpg,0
datasets/train\subject-2\non_fall\2_picking\frame050.jpg,0
datasets/train\subject-2\non_fall\2_picking\frame051.jpg,0
datasets/train\subject-2\non_fall\2_picking\frame052.jpg,0
datasets/train\subject-2\non_fall\2_picking\frame053.jpg,0
datasets/train\subject-2\non_fall\2_picking\frame054.jpg,0
datasets/train\subject-2\non_fall\2_picking\frame055.jpg,0
datasets/train\subject-2\non_fall\2_picking\frame056.jpg,0
